amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
4E+3,secured,P2017/3242/FUL-ATC,P2017/3242/FUL-ATC,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-ATC
1.55E+5,secured,P2017/3242/FUL-AHCM,P2017/3242/FUL-AHCM,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-AHCM
82332.64,secured,P2017/3242/FUL-COCM,P2017/3242/FUL-COCM,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-COCM
1012,secured,P2017/3242/FUL-CCPMF,P2017/3242/FUL-CCPMF,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-CCPMF
0,secured,P2017/3242/FUL-CFH,P2017/3242/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-CFH
0,secured,P2017/3242/FUL-CCPCC,P2017/3242/FUL-CCPCC,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-CCPCC
0,secured,P2017/3242/FUL-CCPRD,P2017/3242/FUL-CCPRD,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-CCPRD
0,secured,P2017/3242/FUL-CLP,P2017/3242/FUL-CLP,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-CLP
0,secured,P2017/3242/FUL-TP,P2017/3242/FUL-TP,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-TP
0,secured,P2017/3242/FUL-GPP,P2017/3242/FUL-GPP,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-GPP
0,secured,P2017/3242/FUL-DHC,P2017/3242/FUL-DHC,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-DHC
0,secured,P2017/3242/FUL-VAU,P2017/3242/FUL-VAU,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-VAU
0,secured,P2017/3242/FUL-VRC,P2017/3242/FUL-VRC,,2020-08-05,local-authority-eng:ISL,2020-02-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-3242-FUL-VRC
0,secured,P2017/4339/FUL-IN,P2017/4339/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-IN
0,secured,P2017/4339/FUL-CmN,P2017/4339/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-CmN
0,secured,P2017/4339/FUL-ON,P2017/4339/FUL-ON,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-ON
282583.32,spent,P2017/4339/FUL-AHCM,P2017/4339/FUL-AHCM,,2020-08-05,local-authority-eng:ISL,2020-03-16,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-AHCM
62512.4,spent,P2017/4339/FUL-COCM,P2017/4339/FUL-COCM,,2020-08-05,local-authority-eng:ISL,2020-03-16,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-COCM
1766.15,received,P2017/4339/FUL-CCPMF,P2017/4339/FUL-CCPMF,,2020-08-05,local-authority-eng:ISL,2019-07-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-CCPMF
17233.92,received,P2017/4339/FUL-ETCont,P2017/4339/FUL-ETCont,,2020-08-05,local-authority-eng:ISL,2019-07-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-ETCont
3.848E+5,secured,P2017/4339/FUL-AWC,P2017/4339/FUL-AWC,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-AWC
0,secured,P2017/4339/FUL-ETC,P2017/4339/FUL-ETC,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-ETC
1E+4,secured,P2017/4339/FUL-ETWP,P2017/4339/FUL-ETWP,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-ETWP
0,secured,P2017/4339/FUL-CCPRD,P2017/4339/FUL-CCPRD,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-CCPRD
0,secured,P2017/4339/FUL-CLP,P2017/4339/FUL-CLP,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-CLP
0,secured,P2017/4339/FUL-GPP,P2017/4339/FUL-GPP,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-GPP
6E+3,secured,P2017/4339/FUL-ATC,P2017/4339/FUL-ATC,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2017-4339-FUL-ATC
0,secured,P2018/0715/FUL-CN,P2018/0715/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-01-27,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-0715-FUL-CN
1.8E+5,secured,P2018/0715/FUL-AHCSS,P2018/0715/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-01-27,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-0715-FUL-AHCSS
1E+3,secured,P2018/0715/FUL-COCSS,P2018/0715/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2020-01-27,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-0715-FUL-COCSS
0,secured,P2018/0715/FUL-CFH,P2018/0715/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-01-27,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-0715-FUL-CFH
0,secured,P2018/1452/FUL-CN,P2018/1452/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1452-FUL-CN
4.5E+5,secured,P2018/1452/FUL-AHCSS,P2018/1452/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1452-FUL-AHCSS
4E+3,secured,P2018/1452/FUL-COCSS,P2018/1452/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1452-FUL-COCSS
59363.09,secured,P2018/1578/FUL-HWCost,P2018/1578/FUL-HWCost,,2020-08-05,local-authority-eng:ISL,2019-06-04,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1578-FUL-HWCost
0,secured,P2018/1948/FUL-CN,P2018/1948/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-09-19,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1948-FUL-CN
5E+4,spent,P2018/1948/FUL-AHCSS,P2018/1948/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-03-16,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-1948-FUL-AHCSS
0,secured,P2018/2073/FUL-CN,P2018/2073/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2073-FUL-CN
4E+5,secured,P2018/2073/FUL-AHCSS,P2018/2073/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2073-FUL-AHCSS
0,secured,P2018/2073/FUL-CFH,P2018/2073/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2073-FUL-CFH
0,secured,P2018/2073/FUL-ONO,P2018/2073/FUL-ONO,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2073-FUL-ONO
0,secured,P2018/2269/FUL-ES,P2018/2269/FUL-ES,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ES
0,secured,P2018/2269/FUL-GPP,P2018/2269/FUL-GPP,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-GPP
0,secured,P2018/2269/FUL-DHC,P2018/2269/FUL-DHC,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-DHC
0,secured,P2018/2269/FUL-ABIVP,P2018/2269/FUL-ABIVP,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ABIVP
0,secured,P2018/2269/FUL-PWHS,P2018/2269/FUL-PWHS,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-PWHS
0,secured,P2018/2269/FUL-VAU,P2018/2269/FUL-VAU,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-VAU
0,secured,P2018/2269/FUL-ONO,P2018/2269/FUL-ONO,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ONO
0,secured,P2018/2269/FUL-IN,P2018/2269/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-IN
0,secured,P2018/2269/FUL-CmN,P2018/2269/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-CmN
0,secured,P2018/2269/FUL-ON,P2018/2269/FUL-ON,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ON
1E+4,secured,P2018/2269/FUL-ATC,P2018/2269/FUL-ATC,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ATC
88596,secured,P2018/2269/FUL-COCM,P2018/2269/FUL-COCM,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-COCM
4.6E+3,secured,P2018/2269/FUL-CCPMF,P2018/2269/FUL-CCPMF,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-CCPMF
0,secured,P2018/2269/FUL-ETC,P2018/2269/FUL-ETC,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ETC
1E+4,secured,P2018/2269/FUL-ETWP,P2018/2269/FUL-ETWP,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-ETWP
0,secured,P2018/2269/FUL-CCPRD,P2018/2269/FUL-CCPRD,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-CCPRD
0,secured,P2018/2269/FUL-AHOP,P2018/2269/FUL-AHOP,,2020-08-05,local-authority-eng:ISL,2019-04-17,24,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-AHOP
0,secured,P2018/2269/FUL-TS,P2018/2269/FUL-TS,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-TS
0,secured,P2018/2269/FUL-CFH,P2018/2269/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-CFH
0,secured,P2018/2269/FUL-TP,P2018/2269/FUL-TP,,2020-08-05,local-authority-eng:ISL,2019-04-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2269-FUL-TP
0,secured,P2018/2329/FUL-CN,P2018/2329/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-01-05,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2329-FUL-CN
1E+5,secured,P2018/2329/FUL-AHCSS,P2018/2329/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-01-05,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2329-FUL-AHCSS
0,secured,P2018/2329/FUL-CFH,P2018/2329/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-01-05,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2329-FUL-CFH
0,secured,P2018/2520/FUL-CN,P2018/2520/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2520-FUL-CN
26813,secured,P2018/2520/FUL-AHCSS,P2018/2520/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2520-FUL-AHCSS
0,secured,P2018/2520/FUL-CFH,P2018/2520/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2520-FUL-CFH
0,secured,P2018/2649/FUL-CN,P2018/2649/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-04-29,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2649-FUL-CN
9E+3,spent,P2018/2649/FUL-COCSS,P2018/2649/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2020-03-16,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2649-FUL-COCSS
0,secured,P2018/2649/FUL-CFH,P2018/2649/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-04-29,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2649-FUL-CFH
6603.87,allocated,P2018/2649/FUL-HRC,P2018/2649/FUL-HRC,,2020-08-05,local-authority-eng:ISL,2019-07-25,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2649-FUL-HRC
0,secured,P2018/2749/FUL-CN,P2018/2749/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-04-29,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2749-FUL-CN
1E+4,secured,P2018/2749/FUL-TPRC,P2018/2749/FUL-TPRC,,2020-08-05,local-authority-eng:ISL,2019-04-29,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2749-FUL-TPRC
0,secured,P2018/2931/FUL-CN,P2018/2931/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2931-FUL-CN
1E+5,secured,P2018/2931/FUL-AHCSS,P2018/2931/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2931-FUL-AHCSS
2E+3,secured,P2018/2931/FUL-COCSS,P2018/2931/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2931-FUL-COCSS
0,secured,P2018/2931/FUL-CFH,P2018/2931/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-07-10,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2931-FUL-CFH
0,secured,P2018/2992/FUL-CN,P2018/2992/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-05-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2992-FUL-CN
1E+5,secured,P2018/2992/FUL-AHCSS,P2018/2992/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-05-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2992-FUL-AHCSS
0,secured,P2018/2992/FUL-CFH,P2018/2992/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-05-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-2992-FUL-CFH
5E+4,secured,P2018/3180/FUL-AHCSS,P2018/3180/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-07-26,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3180-FUL-AHCSS
1E+3,secured,P2018/3180/FUL-COCSS,P2018/3180/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-07-26,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3180-FUL-COCSS
0,secured,P2018/3180/FUL-CFH,P2018/3180/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-07-26,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3180-FUL-CFH
0,secured,P2018/3180/FUL-CN,P2018/3180/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-07-26,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3180-FUL-CN
0,secured,P2018/3231/FUL-CN,P2018/3231/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-01-09,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3231-FUL-CN
7537.5,secured,P2018/3231/FUL-ETCont,P2018/3231/FUL-ETCont,,2020-08-05,local-authority-eng:ISL,2020-01-09,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3231-FUL-ETCont
5E+3,secured,P2018/3231/FUL-ETWP,P2018/3231/FUL-ETWP,,2020-08-05,local-authority-eng:ISL,2020-01-09,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3231-FUL-ETWP
0,secured,P2018/3775/FUL-CN,P2018/3775/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-03-02,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3775-FUL-CN
83411,secured,P2018/3775/FUL-AHCSS,P2018/3775/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-03-02,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3775-FUL-AHCSS
0,secured,P2018/3775/FUL-CFH,P2018/3775/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-03-02,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3775-FUL-CFH
0,secured,P2018/3866/FUL-CN,P2018/3866/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-05-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3866-FUL-CN
5E+4,secured,P2018/3866/FUL-AHCSS,P2018/3866/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-05-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3866-FUL-AHCSS
0,secured,P2018/3866/FUL-CFH,P2018/3866/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-05-14,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3866-FUL-CFH
0,secured,P2018/3944/FUL-CN,P2018/3944/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3944-FUL-CN
1E+3,secured,P2018/3944/FUL-COCSS,P2018/3944/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3944-FUL-COCSS
0,secured,P2018/3944/FUL-CFH,P2018/3944/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-3944-FUL-CFH
0,secured,P2018/4161/FUL-IN,P2018/4161/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-06-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-4161-FUL-IN
6E+4,secured,P2018/4161/FUL-AHCSS,P2018/4161/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-06-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-4161-FUL-AHCSS
1E+3,secured,P2018/4161/FUL-COCSS,P2018/4161/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-06-17,0,/developer-agreement-transaction/local-authority-eng/ISL/P2018-4161-FUL-COCSS
0,secured,P2019/0026/FUL-CN,P2019/0026/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-07-15,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0026-FUL-CN
6E+4,secured,P2019/0026/FUL-AHCSS,P2019/0026/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-07-15,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0026-FUL-AHCSS
1E+3,secured,P2019/0026/FUL-COCSS,P2019/0026/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2019-07-15,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0026-FUL-COCSS
0,secured,P2019/0026/FUL-CFH,P2019/0026/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-07-15,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0026-FUL-CFH
1.5E+5,secured,P2019/0053/FUL-AHCSS,P2019/0053/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-08-05,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0053-FUL-AHCSS
0,secured,P2019/0053/FUL-CFH,P2019/0053/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-08-05,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0053-FUL-CFH
0,secured,P2019/0183/FUL-CN,P2019/0183/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-09-11,0,/developer-agreement-transaction/local-authority-eng/ISL/P2019-0183-FUL-CN
